Sentence #,Word,Tag
,",",O
,according,O
,to,O
,``,O
,Eckelmann,O
,",",O
,W.,O
,",",O
,Sponagel,O
,",",O
,H.,O
,",",O
,Grottenthaler,O
,",",O
,W.,O
,",",O
,Hartmann,O
,",",O
,J.,O
,K.,O
,",",O
,Hartwich,O
,",",O
,R.,O
,",",O
,Janetzko,O
,",",O
,P.,O
,",",O
,...,O
,&,O
,Traidl,O
,",",O
,R.,O
,(,O
,2005,O
,),O
,.,O
Sentence: 505,dd.mm.yyDate,O
,time,O
,information,O
,;,O
,Datagroup,O
,description,O
,:,O
,Date,O
,time,O
,information,O
,Date,O
,time,O
,information,O
,(,O
,start,O
,),O
,",",O
,time,O
,of,O
,the,O
,day,O
,start,O
,Date,O
,time,O
,information,O
,",",O
,given,O
,as,O
,year,O
,or,O
,as,O
,date,O
,or,O
,as,O
,date,O
,time,O
,.,O
Sentence: 506,The,O
,function,O
,describes,O
,a,O
,uni-modal,O
,curve,O
,through,O
,the,O
,origin,O
,and,O
,returning,O
,to,O
,zero,O
,mortality,B-Quality
,risk,O
,for,O
,very,O
,large,O
,individuals,O
,:,O
,p=,O
,(,O
,p,O
,),O
,ÃŒâ€š,O
,(,O
,x/x,O
,ÃŒâ€š,O
,e^,O
,(,O
,(,O
,1-x/x,O
,ÃŒâ€š,O
,),O
,^ÃŽÂ±,O
,),O
,),O
,The,O
,three,O
,parameters,O
,of,O
,the,O
,Power,O
,Rickerts,O
,function,O
,are,O
,maximum,B-Quality
,mortality,I-Quality
,(,O
,(,O
,p,O
,),O
,ÃŒâ€š,O
,),O
,",",O
,diameter,B-Quality
,at,O
,maximum,B-Quality
,mortality,I-Quality
,(,O
,x,O
,ÃŒâ€š,O
,),O
,",",O
,and,O
,a,O
,scaling,O
,factor,O
,increasing,O
,the,O
,slope,O
,of,O
,the,O
,curve,O
,reaching,O
,maximum,B-Quality
,mortality,I-Quality
,(,O
,ÃŽÂ±,O
,),O
,.,O
Sentence: 507,Our,O
,results,O
,listed,O
,approximately,O
,"17,000",O
,marine,O
,species,B-Organism
,occurring,O
,in,O
,the,O
,Mediterranean,B-Location
,Sea,I-Location
,.,O
Sentence: 508,The,O
,differentiation,O
,in,O
,community,B-Environment
,structure,B-Quality
,and,O
,diversity,O
,in,O
,three,O
,soil,B-Environment
,ecosystems,B-Environment
,was,O
,supported,O
,by,O
,LIBSHUFF,O
,(,O
,P,O
,#ERROR!,O
,0.001,O
,),O
,and,O
,UniFrac,O
,.,O
Sentence: 509,;,O
,Comparative,O
,Study,O
,Plots,O
,(,O
,CSP,O
,),O
,in,O
,the,O
,Gutianshan,O
,Nature,B-Environment
,Reserve,I-Environment
,",",O
,having,O
,a,O
,size,B-Quality
,of,O
,30x30m^2,O
,",",O
,measured,O
,on,O
,the,O
,ground,B-Environment
,.,O
Sentence: 510,Used,O
,appropriately,O
,",",O
,this,O
,type,O
,of,O
,model,O
,could,O
,help,O
,countries,B-Location
,find,O
,agricultural,O
,expansion,O
,alternatives,O
,and,O
,related,O
,infrastructure,O
,and,O
,land,B-Environment
,use,O
,policies,O
,that,O
,help,O
,achieve,O
,production,O
,targets,O
,while,O
,helping,O
,to,O
,conserve,O
,Africa,O
,s,O
,rapidly,O
,transforming,O
,savannahs.This,O
,article,O
,is,O
,part,O
,of,O
,the,O
,themed,O
,issue,O
,Tropical,O
,grassy,B-Matter
,biomes,I-Matter
,:,O
,linking,O
,ecology,O
,",",O
,human,B-Organism
,use,O
,and,O
,conservation,O
,conservation,O
,.,O
Sentence: 511,(,O
,gen_sub47,O
,:,O
,Genesis,O
,of,O
,substrate,O
,;,O
,header,O
,:,O
,Soil,B-Environment
,horizon,I-Environment
,description,I-Quality
,II,O
,;,O
,gen_sub47,O
,),O
,Basic,O
,information,O
,on,O
,soil,B-Quality
,properties,I-Quality
,",",O
,according,O
,to,O
,``,O
,Eckelmann,O
,",",O
,W.,O
,",",O
,Sponagel,O
,",",O
,H.,O
,",",O
,Grottenthaler,O
,",",O
,W.,O
,",",O
,Hartmann,O
,",",O
,J.,O
,K.,O
,",",O
,Hartwich,O
,",",O
,R.,O
,",",O
,Janetzko,O
,",",O
,P.,O
,",",O
,...,O
,&,O
,Traidl,O
,",",O
,R.,O
,(,O
,2005,O
,),O
,.,O
Sentence: 512,--,O
,-,O
,6,O
,digit,O
,metal,B-Matter
,tags,O
,starting,O
,with,O
,3,O
,were,O
,also,O
,used,O
,for,O
,woody,B-Environment
,debris,O
,items,O
,CSP,O
,metal,B-Matter
,tag,O
,number,O
,(,O
,trees,B-Organism
,",",O
,woody,B-Environment
,debris,O
,),O
,(,O
,TagMBa,O
,original,O
,),O
,",",O
,dimensionless,O
,TagMBa,O
,original,O
,CSP,O
,tree,B-Organism
,individuals,O
,were,O
,marked,O
,mostly,O
,with,O
,metal,B-Matter
,tags,O
,but,O
,also,O
,additional,O
,tags,O
,were,O
,used,O
,.,O
Sentence: 513,DESCRIPTION,O
,This,O
,dataset,O
,contains,O
,information,O
,about,O
,requests,O
,for,O
,animal,B-Organism
,assistance,O
,",",O
,relocation,O
,",",O
,and/or,O
,rescue,O
,completed,O
,by,O
,the,O
,...,O
,SUMMARY,O
,This,O
,dataset,O
,contains,O
,information,O
,about,O
,requests,O
,for,O
,animal,B-Organism
,assistance,O
,",",O
,relocation,O
,",",O
,and/or,O
,rescue,O
,completed,O
,by,O
,the,O
,Urban,O
,Park,O
,Rangers,O
Sentence: 514,Ways,O
,to,O
,quantify,O
,precipitation,B-Phenomena
,:,O
,rainfall,B-Quality
,amount,I-Quality
,open,O
,field,B-Environment
,(,O
,collecting,O
,bottle,O
,),O
,mmmeasured,O
,by,O
,a,O
,rainfall,B-Phenomena
,collecting,O
,bottle,O
,;,O
,rainfall,B-Quality
,amount,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mmmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,peak,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,average,O
,of,O
,the,O
,five,O
,highest,O
,five,O
,minute,O
,intensities,B-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,measured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,rainfall,B-Quality
,amount,I-Quality
,(,O
,tipping-bucket,O
,),O
,mmmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,--,O
,-,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,--,O
,-,O
,peak,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,rainfall,B-Quality
,amount,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm,O
,--,O
,rainfall,B-Quality
,amount,I-Quality
,(,O
,tipping-bucket,O
,),O
,--,O
,measured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,Precipitation,B-Phenomena
,(,O
,int_t,O
,),O
,",",O
,millimeter,O
,per,O
,hour,O
,int_t,O
,Precipitation,B-Phenomena
,measured,O
,at,O
,the,O
,climate,O
,station,O
,or,O
,locally,O
,within,O
,sites,O
,.,O
Sentence: 515,While,O
,urban,O
,pollinator,B-Organism
,assemblages,O
,were,O
,more,O
,homogeneous,O
,across,O
,space,O
,than,O
,those,O
,in,O
,farmland,B-Environment
,or,O
,nature,B-Environment
,reserves,I-Environment
,",",O
,there,O
,was,O
,no,O
,significant,O
,difference,O
,in,O
,the,O
,numbers,O
,of,O
,rarer,O
,species,B-Organism
,between,O
,the,O
,three,O
,landscapes,B-Environment
,.,O
Sentence: 516,was,O
,identified,O
,as,O
,the,O
,most,O
,abundant,O
,species,B-Organism
,of,O
,wawo,O
,",",O
,followed,O
,by,O
,Lysidice,O
,oele,O
,",",O
,Horst,O
,1905,O
,",",O
,Eunice,O
,spp,O
,.,O
Sentence: 517,This,O
,study,O
,suggests,O
,that,O
,intensive,O
,pollinator-mediated,O
,competition,O
,occurs,O
,in,O
,the,O
,wild,O
,even,O
,when,O
,interacting,O
,species,B-Organism
,are,O
,both,O
,native,O
,and,O
,not,O
,invasive,O
,.,O
Sentence: 518,The,O
,species,B-Organism
,represent,O
,a,O
,subset,O
,of,O
,the,O
,Main,O
,Experiment,O
,s,O
,species,B-Organism
,pool,I-Organism
,and,O
,had,O
,been,O
,selected,O
,according,O
,to,O
,their,O
,representation,O
,at,O
,the,O
,two,O
,sites,O
,and,O
,finally,O
,included,O
,6,O
,evergreen,B-Organism
,and,O
,5,O
,deciduous,B-Organism
,species,I-Organism
,.,O
Sentence: 519,erfmeier,O
,sboth,O
,CSPs,O
,:,O
,Herb,B-Quality
,layer,I-Quality
,composition,I-Quality
,and,O
,abundance,B-Quality
,in,O
,the,O
,central,O
,plot,O
,of,O
,the,O
,CSPs,O
,We,O
,performed,O
,an,O
,extensive,O
,vegetation,B-Environment
,survey,O
,of,O
,the,O
,central,O
,plots,O
,of,O
,each,O
,CSP,O
,in,O
,GNNR,O
,in,O
,2008,O
,.,O
Sentence: 520,The,O
,data,O
,allow,O
,to,O
,test,O
,for,O
,tree,B-Quality
,diversity,I-Quality
,effects,O
,on,O
,EFN,O
,visitors,O
,.,O
Sentence: 521,Mind,O
,that,O
,the,O
,azimuth,O
,may,O
,have,O
,to,O
,be,O
,corrected,O
,given,O
,the,O
,date,B-Quality
,and,O
,location,B-Location
,",",O
,since,O
,it,O
,depends,O
,on,O
,the,O
,magnetic,B-Environment
,field,I-Environment
,of,O
,the,O
,earth,B-Environment
,.,O
,),O
Sentence: 522,From,O
,27,O
,comparative,O
,study,O
,plots,O
,(,O
,CSPs,O
,),O
,soil,B-Matter
,samples,I-Matter
,were,O
,taken,O
,horizonwise,O
,from,O
,1,O
,soil,B-Quality
,profile,I-Quality
,per,O
,CSP,O
,Samples,O
,were,O
,taken,O
,horizonwise,O
,from,O
,soil,B-Quality
,profiles,I-Quality
,:,O
,1,O
,sample,O
,per,O
,horizon,O
,.,O
Sentence: 523,Source,O
,:,O
,Last,O
,updated,O
,at,O
,:,O
,########,O
,[,O
,More,O
,about,O
,U.S.,O
,Government,O
,Works,O
,],O
,(,O
,Public,O
,Domain,O
,combined_less_csv_2,O
,species,B-Organism
,species,B-Organism
,string,O
,#,O
,string,O
,species,B-Organism
,state,O
,state,O
,string,O
,#,O
,string,O
,state,O
,hucname,O
,HUCName,O
,string,O
,#,O
,string,O
,hucname,O
,common_name,O
,Common_Name,O
,string,O
,#,O
,string,O
,common_name,O
,dataset,O
,Dataset,O
,string,O
,#,O
,string,O
,dataset,O
,station_date,O
,Station_Date,O
,string,O
,#,O
,string,O
,station_date,O
,site_id,O
,SITE_ID,O
,string,O
,#,O
,string,O
,site_id,O
,year,O
,YEAR,O
,gyear,O
,#,O
,gYear,O
,year,O
,month,O
,month,O
,integer,O
,#,O
,integer,O
,month,O
,ecoregl3,O
,ECOREGL3,O
,integer,O
,#,O
,integer,O
,ecoregl3,O
,lat_dd,O
,LAT_DD,O
,number,O
,#,O
,decimal,O
,lat_dd,O
,lon_dd,O
,LON_DD,O
,number,O
,#,O
,decimal,O
,lon_dd,O
,huc,O
,HUC,O
,integer,O
,#,O
,integer,O
,huc,O
,bighuc,O
,BigHUC,O
,integer,O
,#,O
,integer,O
,bighuc,O
,fe,B-Matter
,FE,O
,number,O
,#,O
,decimal,O
,fe,B-Matter
,mn,O
,MN,O
,number,O
,#,O
,decimal,O
,mn,O
,phstvl,O
,PHSTVL,O
,number,O
,#,O
,decimal,O
,phstvl,O
,cond,O
,COND,O
,number,O
,#,O
,decimal,O
,cond,O
,tp,O
,TP,O
,number,O
,#,O
,decimal,O
,tp,O
,ca,O
,CA,B-Quality
,number,I-Quality
,#,O
,decimal,O
,ca,O
,so4,O
,SO4,B-Quality
,number,I-Quality
,#,O
,decimal,O
,so4,O
,no3,O
,NO3,O
,number,O
,#,O
,decimal,O
,no3,O
,cl,O
,CL,B-Quality
,number,I-Quality
,#,O
,decimal,O
,cl,O
,alk,O
,alk,O
,number,O
,#,O
,decimal,O
,alk,O
,do,O
,do,O
,number,O
,#,O
,decimal,O
,do,O
,temp,O
,Temp,O
,number,O
,#,O
,decimal,O
,temp,O
,rbpscore,O
,rbpscore,O
,number,O
,#,O
,decimal,O
,rbpscore,O
,genus,B-Quality
,GENUS,B-Quality
,string,O
,#,O
,string,O
,genus,B-Quality
,abund,O
,ABUND,O
,integer,O
,#,O
,integer,O
,abund,O
,sumcount,O
,SUMCOUNT,O
,integer,O
,#,O
,integer,O
,sumcount,O
,numspec,O
,NUMSPEC,O
,integer,O
,#,O
,integer,O
,numspec,O
,nsbent_inv,O
,NSBENT_INV,O
,integer,O
,#,O
,integer,O
,nsbent_inv,O
,nsbent_inv_nontol,O
,NSBENT_INV_NONTOL,O
,integer,O
,#,O
,integer,O
,nsbent_inv_nontol,O
,nsintol,O
,NSINTOL,O
,integer,O
,#,O
,integer,O
,nsintol,O
,pintol,O
,PINTOL,O
,number,O
,#,O
,decimal,O
,pintol,O
,pbent_inv,O
,PBENT_INV,O
,number,O
,#,O
,decimal,O
,pbent_inv,O
,pbent_inv_nontol,O
,PBENT_INV_NONTOL,O
,number,O
,#,O
,decimal,O
,pbent_inv_nontol,O
,ws_area,O
,WS_AREA,O
,number,O
,#,O
,decimal,O
,ws_area,O
,lwskm2,O
,LWSKM2,O
,number,O
,#,O
,decimal,O
,lwskm2,O
,abent_inv,O
,abent_inv,O
,integer,O
,#,O
,integer,O
,abent_inv,O
,abent_inv_nontol,O
,abent_inv_nontol,O
,integer,O
,#,O
,integer,O
,abent_inv_nontol,O
,aintol,O
,aintol,O
,integer,O
,#,O
,integer,O
,aintol,O
,ns_darscumad,O
,ns_DarScuMad,O
,integer,O
,#,O
,integer,O
,ns_darscumad,O
,ab_darscumad,O
,ab_DarScuMad,O
,integer,O
,#,O
,integer,O
,ab_darscumad,O
,p_darscumad,O
,p_DarScuMad,O
,number,O
,#,O
,decimal,O
,p_darscumad,O
,station_year,O
,Station_Year,O
,string,O
,#,O
,string,O
,station_year,O
,lcond,O
,lcond,O
,number,O
,#,O
,decimal,O
,lcond,O
,so4hco3,O
,SO4HCO3,O
,number,O
,#,O
,decimal,O
,so4hco3,O
,ratio,O
,ratio,O
,number,O
,#,O
,decimal,O
,ratio,O
,totcount,O
,TotCount,O
,integer,O
,#,O
,integer,O
,totcount,O
,ra,O
,RA,O
,number,O
,#,O
,decimal,O
,ra,O
,for_tot,O
,FOR_TOT,O
,number,O
,#,O
,decimal,O
,for_tot,O
,hardness,O
,hardness,O
,number,O
,#,O
,decimal,O
,hardness,O
,fecal_coliform,O
,Fecal_Coliform,O
,integer,O
,#,O
,integer,O
,fecal_coliform,O
,xembed,O
,xembed,O
,number,O
,#,O
,decimal,O
,xembed,O
,pct_safn,O
,pct_safn,O
,number,O
,#,O
,decimal,O
,pct_safn,O
,visit_no,O
,VISIT_NO,O
,integer,O
,#,O
,integer,O
,visit_no,O
,num,O
,num,O
,integer,O
,#,O
,integer,O
,num,O
,mg,B-Matter
,mg,B-Matter
,number,O
,#,O
,decimal,O
,mg,B-Matter
,na,O
,na,O
,number,O
,#,O
,decimal,O
,na,O
,k,O
,k,O
,number,O
,#,O
,decimal,O
,k,O
,hco3,O
,hco3,O
,number,O
,#,O
,decimal,O
,hco3,O
,tn,O
,tn,O
,integer,O
,#,O
,integer,O
,tn,O
,al,B-Matter
,al,B-Matter
,integer,O
,#,O
,integer,O
,al,B-Matter
,se,O
,Se,B-Matter
,integer,O
,#,O
,integer,O
,se,O
,cadmium,B-Matter
,Cadmium,B-Matter
,string,O
,#,O
,string,O
,cadmium,B-Matter
,calcium,B-Matter
,Calcium,B-Matter
,number,O
,#,O
,decimal,O
,calcium,B-Matter
,yearmonth,O
,YearMonth,O
,gyearmonth,O
,#,O
,gYearMonth,O
,yearmonth,O
,data/combined_less_csv_2.csv,O
,csv,O
,original/combined-less-csv-2.csv,O
,original/combined-less-csv-2.csv,O
,csv,O
,text/csv,O
,12742122,O
,original/fish-conductivity-column-metadata-xlsx-1.xml,O
,original/fish-conductivity-column-metadata-xlsx-1.xml,O
,xml,O
,application/xml,O
,15258,O
,fish,B-Organism
,freshwater,B-Environment
,salinity,O
Sentence: 524,Previous,O
,applications,O
,of,O
,this,O
,approach,O
,have,O
,typically,O
,focused,O
,on,O
,individual,O
,taxonomic,O
,groups,O
,",",O
,analysing,O
,the,O
,average,O
,response,O
,of,O
,the,O
,whole,O
,community,O
,to,O
,changes,O
,in,O
,land,B-Environment
,use,I-Environment
,.,O
Sentence: 525,Similarly,O
,",",O
,retention,O
,cuts,O
,were,O
,less,O
,suitable,O
,for,O
,some,O
,open-habitat,B-Organism
,species,I-Organism
,compared,O
,with,O
,clearcuts,O
,.,O
Sentence: 526,standing,O
,dead,B-Organism
,trees,I-Organism
,or,O
,snags,O
,with,O
,top,O
,broken,O
,),O
,but,O
,also,O
,for,O
,the,O
,live,B-Organism
,snags,I-Organism
,(,O
,this,O
,is,O
,very,O
,important,O
,!,O
,),O
,.,O
Sentence: 527,This,O
,study,O
,describes,O
,a,O
,novel,O
,approach,O
,to,O
,generating,O
,global,O
,scale,O
,patterns,O
,of,O
,bacterial,O
,biodiversity,O
,and,O
,biogeography,O
,and,O
,indicates,O
,that,O
,the,O
,Proteobacteria,O
,are,O
,the,O
,most,O
,abundant,B-Quality
,and,O
,widely,O
,distributed,O
,phylum,O
,within,O
,both,O
,databases,O
,.,O
Sentence: 528,The,O
,vector,O
,data,O
,file,O
,is,O
,included,O
,in,O
,``,O
,Habitat_OffshoreSantaCruz.zip,O
,",",O
,",",O
,which,O
,is,O
,accessible,O
,from,O
,Using,O
,multibeam,O
,echosounder,O
,(,O
,MBES,O
,),O
,bathymetry,O
,and,O
,backscatter,O
,data,O
,",",O
,potential,O
,marine,O
,benthic,O
,habitat,O
,maps,O
,were,O
,constructed,O
,.,O
Sentence: 529,########,O
,0:00:00,O
,UTC,O
,-,O
,########,O
,0:00:00,O
,UTC,O
,Pilot,O
,experiment,O
,From,O
,the,O
,11,O
,different,O
,tree,B-Organism
,species,I-Organism
,used,O
,in,O
,the,O
,main,O
,experiment,O
,juvenile,B-Organism
,plants,I-Organism
,from,O
,8,O
,different,O
,tree,B-Organism
,species,I-Organism
,have,O
,been,O
,implemented,O
,in,O
,an,O
,additional,O
,common,O
,garden,B-Environment
,experiment,O
,established,O
,on,O
,a,O
,former,O
,agricultural,O
,used,O
,field,B-Environment
,nearby,O
,(,O
,former,O
,Pilot,O
,Experiment,O
,),O
,.,O
Sentence: 530,To,O
,address,O
,this,O
,knowledge,O
,gap,O
,",",O
,we,O
,carried,O
,out,O
,a,O
,meta-,O
,analysis,O
,comparing,O
,data,O
,from,O
,more,O
,than,O
,600,O
,secondary,O
,tropical,B-Environment
,forest,I-Environment
,sites,I-Environment
,with,O
,nearby,O
,undisturbed,O
,reference,O
,forests,B-Environment
,.,O
Sentence: 531,Parasites,O
,of,O
,specialist,O
,hosts,O
,and,O
,hosts,O
,higher,O
,on,O
,food,O
,chains,O
,were,O
,more,O
,likely,O
,to,O
,go,O
,extinct,O
,in,O
,food-web,O
,models,O
,.,O
Sentence: 532,Representation,O
,of,O
,Ecosystem,B-Environment
,Services,O
,by,O
,Terrestrial,O
,Protected,B-Environment
,Areas,I-Environment
,:,O
,Chile,O
,as,O
,a,O
,Case,O
,Study,O
,Protected,B-Environment
,areas,I-Environment
,are,O
,increasingly,O
,considered,O
,to,O
,play,O
,a,O
,key,O
,role,O
,in,O
,the,O
,global,O
,maintenance,O
,of,O
,ecosystem,B-Environment
,processes,O
,and,O
,the,O
,ecosystem,B-Environment
,services,O
,they,O
,provide,O
,.,O
Sentence: 533,Retention,O
,cuts,O
,supported,O
,higher,O
,richness,B-Quality
,and,O
,a,O
,greater,O
,abundance,B-Quality
,of,O
,forest,B-Environment
,species,B-Organism
,than,O
,clearcuts,O
,as,O
,well,O
,as,O
,higher,O
,richness,B-Quality
,and,O
,abundance,B-Quality
,of,O
,open-habitat,B-Organism
,species,I-Organism
,than,O
,un-harvested,B-Environment
,forests,I-Environment
,.,O
Sentence: 534,--,O
,The,O
,Shannon,B-Quality
,diversity,I-Quality
,is,O
,given,O
,by,O
,H,O
,#ERROR!,O
,#NAME?,O
,(,O
,p_i,O
,log,O
,(,O
,p_i,O
,),O
,),O
,",",O
,p_i,O
,is,O
,the,O
,relative,O
,abundance,B-Quality
,of,O
,the,O
,ith,O
,species,B-Organism
,.,O
Sentence: 535,Ways,O
,to,O
,quantify,O
,precipitation,B-Phenomena
,:,O
,rainfall,B-Quality
,amount,I-Quality
,open,O
,field,B-Environment
,(,O
,collecting,O
,bottle,O
,),O
,mmmeasured,O
,by,O
,a,O
,rainfall,B-Phenomena
,collecting,O
,bottle,O
,;,O
,rainfall,B-Quality
,amount,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mmmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,peak,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,average,O
,of,O
,the,O
,five,O
,highest,O
,five,O
,minute,O
,intensities,O
,open,O
,field,B-Environment
,(,O
,vaisala,O
,),O
,measured,O
,by,O
,the,O
,vaisala,O
,sensor,O
,--,O
,-,O
,rainfall,B-Quality
,amount,I-Quality
,(,O
,tipping-bucket,O
,),O
,mmmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,--,O
,-,O
,average,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,--,O
,-,O
,peak,B-Quality
,rainfall,I-Quality
,intensity,I-Quality
,(,O
,tipping-bucket,O
,),O
,mm/hmeasured,O
,by,O
,the,O
,tipping-bucket,O
,rain,O
,gauge,O
,standardised,B-Quality
,precipitation-evapotranspiration,I-Quality
,index,I-Quality
,calculated,O
,for,O
,a,O
,12,O
,month,O
,timescale,O
,",",O
,see,O
,Fichtner,O
,et,O
,al,O
,.,O
Sentence: 536,Please,O
,refer,O
,to,O
,Greene,O
,and,O
,others,O
,(,O
,2007,O
,),O
,for,O
,more,O
,information,O
,regarding,O
,the,O
,Benthic,O
,Marine,O
,Potential,O
,Habitat,O
,Classification,O
,Scheme,O
,and,O
,the,O
,codes,O
,used,O
,to,O
,represent,O
,various,O
,seafloor,O
,features,O
,.,O
Sentence: 537,CSPs,O
,:,O
,Soil,B-Environment
,CNS,O
,and,O
,pH,B-Quality
,analyses,O
,of,O
,horizonswise,O
,from,O
,soil,B-Quality
,profiles,I-Quality
,of,O
,Comparative,O
,Study,O
,Plots,O
,Thomas,O
,Scholten,O
,Peter,O
,KÃƒÂ¼hn,O
,Institute,O
,of,O
,Geography,O
,/,O
,Laboratory,O
,for,O
,Soil,O
,Science,O
,and,O
,Geoecology,O
,Eberhard,O
,Karls,O
,University,O
,TÃƒÂ¼bingen,B-Location
,RÃƒÂ¼melinstr,I-Location
,.,O
Sentence: 538,J,O
,Ecol,O
,We,O
,integrated,O
,multiple,O
,components,O
,of,O
,plant,B-Organism
,and,O
,herbivore,B-Quality
,diversity,I-Quality
,to,O
,unravel,O
,the,O
,linkages,O
,that,O
,drive,O
,biodiversity,O
,relationships,O
,and,O
,determine,O
,the,O
,consequences,O
,of,O
,biodiversity,B-Phenomena
,loss,I-Phenomena
,across,O
,trophic,B-Quality
,levels,I-Quality
,.,O
Sentence: 539,(,O
,3,O
,),O
,How,O
,important,O
,are,O
,native,O
,pollinator,B-Organism
,species,B-Organism
,for,O
,maximizing,O
,yield,O
,in,O
,Chinese,O
,crops,O
,compared,O
,with,O
,the,O
,introduced,O
,Apis,O
,mellifera,O
,?,O
Sentence: 540,Because,O
,trade-offs,O
,are,O
,nonlinear,O
,",",O
,we,O
,discover,O
,that,O
,minor,O
,adjustments,O
,to,O
,the,O
,allocation,O
,of,O
,funds,O
,could,O
,double,O
,the,O
,biodiversity,O
,protected,O
,by,O
,REDD,O
,",",O
,while,O
,reducing,O
,carbon,B-Matter
,outcomes,O
,by,O
,only,O
,4,O
,to,O
,8,O
,%,O
,.,O
Sentence: 541,Impact,O
,of,O
,biodiversity-climate,O
,futures,O
,on,O
,primary,O
,production,O
,and,O
,metabolism,B-Phenomena
,in,O
,a,O
,model,O
,benthic,O
,estuarine,O
,system,O
,Background,O
,Understanding,O
,the,O
,effects,O
,of,O
,anthropogenically-driven,O
,changes,O
,in,O
,global,B-Quality
,temperature,I-Quality
,",",O
,atmospheric,B-Environment
,carbon,B-Matter
,dioxide,I-Matter
,and,O
,biodiversity,O
,on,O
,the,O
,functionality,O
,of,O
,marine,B-Environment
,ecosystems,I-Environment
,is,O
,crucial,O
,for,O
,predicting,O
,and,O
,managing,O
,the,O
,associated,O
,impacts,O
,.,O
Sentence: 542,We,O
,refined,O
,our,O
,models,O
,by,O
,testing,O
,for,O
,main,O
,effects,O
,of,O
,abiotic,O
,and,O
,biotic,O
,environmental,O
,variables,O
,in,O
,order,O
,to,O
,verify,O
,their,O
,effects,O
,on,O
,crown,O
,and,O
,stem,O
,parameters,O
,.,O
Sentence: 543,By,O
,showing,O
,a,O
,first,O
,link,O
,between,O
,plant,B-Organism
,diversity,O
,and,O
,stoichiometry,O
,in,O
,a,O
,multiyear,O
,experiment,O
,",",O
,our,O
,results,O
,indicate,O
,that,O
,losing,O
,plant,B-Organism
,species,B-Organism
,from,O
,grassland,B-Environment
,ecosystems,I-Environment
,will,O
,lead,O
,to,O
,less,O
,reliable,O
,chemical,B-Quality
,composition,I-Quality
,of,O
,forage,B-Organism
,for,O
,herbivorous,O
,consumers,O
,and,O
,belowground,B-Environment
,litter,O
,input,O
,.,O
Sentence: 544,Horizon,O
,boundary,O
,/,O
,Distinctness,O
,and,O
,topography,O
,",",O
,Headline,O
,:,O
,Soil,B-Environment
,horizon,I-Environment
,description,I-Quality
,I,O
,;,O
,horizon_distinctness30,O
,Soil,B-Quality
,description,I-Quality
,(,O
,according,O
,to,O
,``,O
,Bodenkundliche,O
,Kartieranleitung,O
,Kartieranleitung,O
,),O
,(,O
,soil_horizon31,O
,),O
,",",O
,soil_horizon31,O
,Basic,O
,information,O
,on,O
,soil,B-Quality
,properties,I-Quality
,",",O
,according,O
,to,O
,``,O
,Eckelmann,O
,",",O
,W.,O
,",",O
,Sponagel,O
,",",O
,H.,O
,",",O
,Grottenthaler,O
,",",O
,W.,O
,",",O
,Hartmann,O
,",",O
,J.,O
,K.,O
,",",O
,Hartwich,O
,",",O
,R.,O
,",",O
,Janetzko,O
,",",O
,P.,O
,",",O
,...,O
,&,O
,Traidl,O
,",",O
,R.,O
,(,O
,2005,O
,),O
,.,O
